47,    0.0000,    0.0000,    0.0000 
771,    0.0000,    0.0000,    0.0000 
898,    0.0000,    0.0000,    0.0000 
1023,    0.0000,    0.0000,    0.0000 
1149,    0.0000,    0.0000,    0.0000 
1275,    0.0000,    0.0000,    0.0000 
1401,    0.0000,    0.0000,    0.0000 
1525,    0.0000,    0.0000,    0.0000 
1652,    0.0000,    0.0000,    0.0000 
1777,    0.0000,    0.0000,    0.0000 
1905,    0.0800,    0.0098,    0.0000 
2633,    0.1200,    0.0286,    0.0005 
2755,    0.1800,    0.0704,    0.0019 
2876,    0.2200,    0.1069,    0.0054 
2997,    0.2600,    0.1462,    0.0108 
3118,    0.3200,    0.1981,    0.0181 
3239,    0.3600,    0.2438,    0.0280 
3360,    0.4200,    0.3015,    0.0402 
3481,    0.4600,    0.3523,    0.0553 
3602,    0.5000,    0.4043,    0.0729 
3723,    0.5600,    0.4674,    0.0931 
3844,    0.6000,    0.5226,    0.1165 
3965,    0.6000,    0.5576,    0.1426 
4086,    0.6000,    0.5890,    0.1705 
4207,    0.6000,    0.6168,    0.1999 
4328,    0.6000,    0.6410,    0.2308 
4449,    0.6000,    0.6615,    0.2628 
4570,    0.6000,    0.6782,    0.2959 
4691,    0.6000,    0.6912,    0.3298 
4812,    0.6000,    0.7005,    0.3644 
4933,    0.6000,    0.7061,    0.3994 
5054,    0.6000,    0.7083,    0.4342 
5175,    0.6000,    0.7074,    0.4682 
5296,    0.6000,    0.7043,    0.5000 
5417,    0.6000,    0.6989,    0.5299 
5538,    0.6000,    0.6918,    0.5575 
5659,    0.6000,    0.6833,    0.5822 
5780,    0.6000,    0.6738,    0.6042 
5901,    0.6000,    0.6639,    0.6228 
6022,    0.6000,    0.6536,    0.6384 
6143,    0.6000,    0.6433,    0.6509 
6264,    0.6000,    0.6337,    0.6597 
6385,    0.6000,    0.6249,    0.6652 
6506,    0.6000,    0.6167,    0.6686 
6627,    0.6000,    0.6091,    0.6700 
6748,    0.6000,    0.6023,    0.6696 
6869,    0.6000,    0.5963,    0.6676 
6990,    0.6000,    0.5913,    0.6644 
7111,    0.6000,    0.5870,    0.6600 
7232,    0.6000,    0.5837,    0.6548 
7353,    0.6000,    0.5812,    0.6490 
7474,    0.6000,    0.5795,    0.6428 
7595,    0.6000,    0.5786,    0.6363 
