  -0.4800,   -0.7269,   -0.4675 
  -0.5000,   -0.7186,   -0.5050 
  -0.5000,   -0.6967,   -0.5390 
  -0.5200,   -0.6831,   -0.5686 
  -0.5400,   -0.6701,   -0.5938 
  -0.5600,   -0.6583,   -0.6155 
  -0.5600,   -0.6363,   -0.6333 
  -0.5800,   -0.6257,   -0.6468 
  -0.5800,   -0.6059,   -0.6572 
  -0.6000,   -0.5982,   -0.6646 
  -0.6000,   -0.5821,   -0.6697 
  -0.6000,   -0.5664,   -0.6726 
  -0.6000,   -0.5523,   -0.6719 
  -0.6000,   -0.5402,   -0.6681 
  -0.6000,   -0.5308,   -0.6613 
  -0.6000,   -0.5236,   -0.6529 
  -0.6000,   -0.5191,   -0.6430 
  -0.6000,   -0.5170,   -0.6325 
  -0.6000,   -0.5173,   -0.6214 
  -0.6000,   -0.5199,   -0.6101 
  -0.6000,   -0.5245,   -0.5994 
  -0.6000,   -0.5308,   -0.5893 
  -0.6000,   -0.5387,   -0.5799 
  -0.6000,   -0.5475,   -0.5720 
  -0.6000,   -0.5573,   -0.5652 
  -0.6000,   -0.5677,   -0.5596 
  -0.6000,   -0.5785,   -0.5551 
  -0.6000,   -0.5893,   -0.5522 
  -0.6000,   -0.6000,   -0.5503 
  -0.6000,   -0.6101,   -0.5501 
  -0.6000,   -0.6197,   -0.5506 
  -0.6000,   -0.6284,   -0.5525 
  -0.6000,   -0.6360,   -0.5556 
  -0.6000,   -0.6424,   -0.5598 
  -0.6000,   -0.6473,   -0.5649 
  -0.6000,   -0.6507,   -0.5708 
  -0.6000,   -0.6527,   -0.5771 
  -0.6000,   -0.6531,   -0.5838 
  -0.6000,   -0.6522,   -0.5906 
  -0.6000,   -0.6500,   -0.5973 
  -0.6000,   -0.6465,   -0.6038 
  -0.6000,   -0.6420,   -0.6099 
  -0.6000,   -0.6366,   -0.6155 
  -0.6000,   -0.6305,   -0.6204 
  -0.6000,   -0.6239,   -0.6245 
  -0.6000,   -0.6169,   -0.6279 
  -0.6000,   -0.6098,   -0.6303 
  -0.6000,   -0.6029,   -0.6319 
  -0.6000,   -0.5961,   -0.6326 
  -0.6000,   -0.5897,   -0.6324 
  -0.6000,   -0.5839,   -0.6314 
  -0.6000,   -0.5787,   -0.6296 
  -0.6000,   -0.5743,   -0.6271 
  -0.6000,   -0.5708,   -0.6240 
  -0.6000,   -0.5682,   -0.6204 
  -0.6000,   -0.5665,   -0.6165 
  -0.6000,   -0.5658,   -0.6123 
  -0.6000,   -0.5660,   -0.6079 
  -0.6000,   -0.5671,   -0.6036 
  -0.6000,   -0.5690,   -0.5993 
  -0.6000,   -0.5716,   -0.5952 
  -0.6000,   -0.5749,   -0.5915 
  -0.6000,   -0.5786,   -0.5881 
  -0.6000,   -0.5828,   -0.5853 
  -0.5800,   -0.5749,   -0.5829 
  -0.5800,   -0.5758,   -0.5804 
  -0.5800,   -0.5770,   -0.5784 
  -0.5800,   -0.5784,   -0.5767 
  -0.5400,   -0.5552,   -0.5755 
  -0.5000,   -0.5249,   -0.5735 
  -0.4600,   -0.4876,   -0.5702 
  -0.4000,   -0.4317,   -0.5654 
  -0.3600,   -0.3786,   -0.5581 
  -0.3200,   -0.3205,   -0.5483 
  -0.2600,   -0.2457,   -0.5358 
  -0.2200,   -0.1759,   -0.5196 
  -0.1600,   -0.0912,   -0.5001 
  -0.1200,   -0.0132,   -0.4764 
   0.1800,    0.0779,   -0.4487 
   0.2200,    0.2221,   -0.4165 
   0.2600,    0.3497,   -0.3769 
   0.3200,    0.4856,   -0.3309 
   0.3600,    0.6078,   -0.2778 
   0.4200,    0.7358,   -0.2185 
   0.4600,    0.8476,   -0.1526 
   0.5000,    0.9510,   -0.0815 
   0.5600,    1.0573,   -0.0051 
   0.6000,    1.1447,    0.0766 
   0.6000,    1.1966,    0.1627 
   0.6000,    1.2303,    0.2503 
   0.6000,    1.2464,    0.3381 
   0.6000,    1.2456,    0.4248 
   0.6000,    1.2293,    0.5087 
   0.6000,    1.1982,    0.5891 
   0.6000,    1.1538,    0.6650 
   0.6000,    1.0979,    0.7350 
   0.6000,    1.0319,    0.7987 
   0.6000,    0.9577,    0.8548 
   0.6000,    0.8770,    0.9034 
   0.6000,    0.7918,    0.9433 
   0.6000,    0.7057,    0.9718 
   0.6000,    0.6204,    0.9896 
   0.6000,    0.5383,    0.9963 
   0.6000,    0.4612,    0.9929 
   0.6000,    0.3910,    0.9791 
   0.6000,    0.3291,    0.9563 
   0.6000,    0.2769,    0.9252 
   0.6000,    0.2358,    0.8862 
   0.6000,    0.2065,    0.8408 
   0.6000,    0.1887,    0.7913 
   0.6000,    0.1822,    0.7392 
   0.6000,    0.1870,    0.6860 
   0.6000,    0.2022,    0.6330 
   0.6000,    0.2271,    0.5817 
   0.6000,    0.2606,    0.5331 
   0.6000,    0.3013,    0.4885 
   0.6000,    0.3481,    0.4486 
   0.6000,    0.3993,    0.4144 
   0.6000,    0.4535,    0.3865 
   0.6000,    0.5092,    0.3653 
   0.6000,    0.5648,    0.3512 
   0.6000,    0.6189,    0.3442 
   0.6000,    0.6701,    0.3441 
   0.6000,    0.7172,    0.3507 
   0.6000,    0.7593,    0.3635 
   0.6000,    0.7953,    0.3819 
   0.6000,    0.8246,    0.4052 
   0.6000,    0.8468,    0.4326 
   0.6000,    0.8615,    0.4631 
   0.6000,    0.8688,    0.4959 
   0.6000,    0.8688,    0.5299 
   0.6000,    0.8618,    0.5642 
   0.6000,    0.8482,    0.5980 
   0.6000,    0.8288,    0.6303 
   0.6000,    0.8043,    0.6603 
   0.6000,    0.7756,    0.6875 
   0.6000,    0.7435,    0.7112 
   0.6000,    0.7092,    0.7310 
   0.6000,    0.6735,    0.7465 
   0.6000,    0.6374,    0.7575 
   0.6000,    0.6020,    0.7639 
   0.6000,    0.5681,    0.7658 
   0.6000,    0.5364,    0.7632 
   0.6000,    0.5079,    0.7565 
   0.6000,    0.4830,    0.7461 
   0.6000,    0.4623,    0.7323 
   0.6000,    0.4460,    0.7156 
   0.6000,    0.4345,    0.6967 
   0.6000,    0.4278,    0.6761 
   0.6000,    0.4259,    0.6544 
   0.6000,    0.4285,    0.6322 
   0.6000,    0.4356,    0.6102 
   0.6000,    0.4466,    0.5889 
   0.6000,    0.4611,    0.5688 
   0.6000,    0.4786,    0.5505 
   0.6000,    0.4985,    0.5342 
   0.6000,    0.5202,    0.5203 
   0.6000,    0.5430,    0.5091 
   0.6000,    0.5662,    0.5008 
   0.6000,    0.5894,    0.4955 
   0.6000,    0.6117,    0.4931 
   0.6000,    0.6328,    0.4936 
   0.6000,    0.6521,    0.4968 
   0.6000,    0.6692,    0.5026 
   0.6000,    0.6838,    0.5107 
   0.6000,    0.6955,    0.5207 
   0.6000,    0.7042,    0.5324 
   0.6000,    0.7099,    0.5453 
   0.6000,    0.7124,    0.5590 
   0.6000,    0.7118,    0.5733 
   0.6000,    0.7084,    0.5876 
   0.6000,    0.7023,    0.6015 
   0.6000,    0.6938,    0.6149 
   0.6000,    0.6833,    0.6272 
   0.6000,    0.6710,    0.6384 
   0.6000,    0.6574,    0.6480 
   0.6000,    0.6430,    0.6559 
   0.6000,    0.6280,    0.6621 
   0.6000,    0.6130,    0.6663 
   0.6000,    0.5983,    0.6687 
   0.6000,    0.5843,    0.6691 
   0.6000,    0.5713,    0.6677 
   0.6000,    0.5597,    0.6647 
   0.6000,    0.5496,    0.6600 
   0.6000,    0.5412,    0.6540 
   0.6000,    0.5348,    0.6469 
   0.6000,    0.5303,    0.6389 
   0.6000,    0.5279,    0.6302 
   0.6000,    0.5274,    0.6211 
   0.6000,    0.5289,    0.6118 
   0.6000,    0.5321,    0.6027 
   0.6000,    0.5370,    0.5939 
   0.6000,    0.5433,    0.5856 
   0.6000,    0.5508,    0.5781 
   0.6000,    0.5592,    0.5715 
   0.6000,    0.5684,    0.5659 
   0.6000,    0.5779,    0.5614 
   0.6000,    0.5876,    0.5582 
   0.6000,    0.5972,    0.5561 
   0.6000,    0.6065,    0.5554 
   0.6000,    0.6152,    0.5558 
   0.6000,    0.6231,    0.5573 
   0.6000,    0.6300,    0.5599 
   0.6000,    0.6359,    0.5634 
   0.6000,    0.6405,    0.5677 
   0.6000,    0.6440,    0.5727 
   0.6000,    0.6461,    0.5782 
   0.6000,    0.6469,    0.5839 
   0.6000,    0.6465,    0.5899 
   0.6000,    0.6449,    0.5958 
   0.6000,    0.6422,    0.6016 
   0.6000,    0.6385,    0.6071 
   0.6000,    0.6339,    0.6122 
   0.6000,    0.6287,    0.6168 
   0.6000,    0.6230,    0.6207 
   0.6000,    0.6169,    0.6238 
   0.6000,    0.6106,    0.6263 
   0.6000,    0.6044,    0.6279 
   0.6000,    0.5983,    0.6287 
   0.6000,    0.5925,    0.6288 
   0.6000,    0.5872,    0.6281 
   0.6000,    0.5824,    0.6267 
   0.6000,    0.5783,    0.6247 
   0.6000,    0.5750,    0.6221 
   0.6000,    0.5724,    0.6190 
   0.6000,    0.5707,    0.6156 
   0.6000,    0.5698,    0.6120 
   0.6000,    0.5698,    0.6082 
   0.6000,    0.5705,    0.6043 
   0.6000,    0.5720,    0.6005 
   0.6000,    0.5741,    0.5968 
   0.6000,    0.5768,    0.5934 
   0.6000,    0.5800,    0.5904 
   0.6000,    0.5836,    0.5877 
   0.6000,    0.5875,    0.5854 
   0.6000,    0.5915,    0.5836 
   0.6000,    0.5955,    0.5824 
   0.6000,    0.5995,    0.5816 
   0.6000,    0.6033,    0.5814 
   0.6000,    0.6069,    0.5816 
   0.6000,    0.6101,    0.5823 
   0.6000,    0.6130,    0.5835 
   0.6000,    0.6153,    0.5850 
   0.6000,    0.6172,    0.5869 
   0.6000,    0.6185,    0.5890 
   0.6000,    0.6193,    0.5913 
   0.6000,    0.6196,    0.5937 
   0.6000,    0.6193,    0.5962 
   0.6000,    0.6185,    0.5987 
   0.6000,    0.6173,    0.6011 
   0.6000,    0.6157,    0.6033 
   0.6000,    0.6138,    0.6054 
   0.6000,    0.6116,    0.6073 
   0.6000,    0.6091,    0.6089 
   0.6000,    0.6066,    0.6101 
   0.6000,    0.6040,    0.6111 
   0.6000,    0.6014,    0.6117 
   0.6000,    0.5989,    0.6120 
   0.6000,    0.5965,    0.6120 
   0.6000,    0.5943,    0.6116 
   0.6000,    0.5923,    0.6110 
   0.6000,    0.5907,    0.6101 
   0.6000,    0.5894,    0.6090 
   0.6000,    0.5883,    0.6077 
   0.6000,    0.5877,    0.6063 
   0.6000,    0.5874,    0.6047 
   0.6000,    0.5874,    0.6031 
   0.6000,    0.5878,    0.6015 
   0.6000,    0.5885,    0.5999 
   0.6000,    0.5894,    0.5984 
   0.6000,    0.5906,    0.5970 
   0.6000,    0.5919,    0.5958 
   0.6000,    0.5934,    0.5947 
   0.6000,    0.5951,    0.5938 
   0.6000,    0.5967,    0.5931 
   0.6000,    0.5984,    0.5926 
   0.6000,    0.6001,    0.5923 
   0.6000,    0.6017,    0.5922 
   0.6000,    0.6031,    0.5924 
   0.6000,    0.6044,    0.5927 
   0.6000,    0.6056,    0.5932 
   0.6000,    0.6065,    0.5939 
   0.6000,    0.6073,    0.5947 
   0.6000,    0.6078,    0.5956 
   0.6000,    0.6081,    0.5965 
   0.6000,    0.6082,    0.5976 
   0.6000,    0.6080,    0.5986 
   0.6000,    0.6077,    0.5996 
   0.6000,    0.6071,    0.6006 
   0.6000,    0.6064,    0.6016 
   0.6000,    0.6056,    0.6024 
   0.6000,    0.6047,    0.6032 
   0.6000,    0.6036,    0.6038 
   0.6000,    0.6026,    0.6043 
   0.6000,    0.6015,    0.6047 
   0.6000,    0.6004,    0.6049 
   0.6000,    0.5993,    0.6050 
   0.6000,    0.5984,    0.6050 
   0.6000,    0.5975,    0.6048 
   0.6000,    0.5967,    0.6045 
   0.6000,    0.5960,    0.6041 
   0.6000,    0.5955,    0.6037 
   0.6000,    0.5951,    0.6031 
   0.6000,    0.5948,    0.6025 
   0.6000,    0.5947,    0.6019 
   0.6000,    0.5948,    0.6012 
   0.6000,    0.5949,    0.6005 
   0.6000,    0.5952,    0.5999 
   0.6000,    0.5957,    0.5992 
   0.6000,    0.5962,    0.5987 
   0.6000,    0.5967,    0.5982 
   0.6000,    0.5974,    0.5977 
   0.6000,    0.5981,    0.5973 
   0.6000,    0.5988,    0.5971 
   0.6000,    0.5995,    0.5969 
   0.6000,    0.6001,    0.5968 
   0.6000,    0.6008,    0.5968 
   0.6000,    0.6014,    0.5968 
   0.6000,    0.6019,    0.5970 
   0.6000,    0.6024,    0.5972 
   0.6000,    0.6028,    0.5975 
   0.6000,    0.6031,    0.5978 
   0.6000,    0.6033,    0.5982 
   0.6000,    0.6034,    0.5986 
   0.6000,    0.6034,    0.5991 
   0.6000,    0.6033,    0.5995 
   0.6000,    0.6032,    0.5999 
   0.6000,    0.6029,    0.6003 
   0.6000,    0.6026,    0.6007 
   0.6000,    0.6023,    0.6011 
   0.6000,    0.6019,    0.6014 
   0.6000,    0.6014,    0.6016 
   0.6000,    0.6010,    0.6018 
   0.6000,    0.6005,    0.6020 
   0.6000,    0.6001,    0.6021 
   0.6000,    0.5997,    0.6021 
   0.6000,    0.5993,    0.6021 
   0.6000,    0.5989,    0.6020 
   0.6000,    0.5986,    0.6019 
   0.6000,    0.5983,    0.6017 
   0.6000,    0.5981,    0.6015 
   0.6000,    0.5979,    0.6013 
   0.6000,    0.5978,    0.6010 
   0.6000,    0.5978,    0.6007 
   0.6000,    0.5978,    0.6004 
   0.6000,    0.5979,    0.6002 
   0.6000,    0.5980,    0.5999 
   0.6000,    0.5982,    0.5996 
   0.6000,    0.5984,    0.5994 
   0.6000,    0.5987,    0.5992 
   0.5800,    0.5867,    0.5990 
   0.5800,    0.5834,    0.5983 
   0.5800,    0.5803,    0.5974 
   0.5800,    0.5774,    0.5963 
   0.5400,    0.5503,    0.5952 
   0.4800,    0.5040,    0.5927 
   0.4400,    0.4599,    0.5879 
   0.4000,    0.4102,    0.5809 
   0.3800,    0.3675,    0.5715 
   0.3800,    0.3363,    0.5599 
   0.3800,    0.3083,    0.5468 
   0.3600,    0.2716,    0.5324 
   0.3400,    0.2349,    0.5160 
   0.3400,    0.2108,    0.4979 
   0.3200,    0.1788,    0.4785 
   0.3000,    0.1477,    0.4576 
   0.3000,    0.1300,    0.4351 
   0.2800,    0.1051,    0.4117 
   0.2600,    0.0816,    0.3870 
   0.2400,    0.0597,    0.3612 
   0.2400,    0.0520,    0.3342 
   0.2400,    0.0496,    0.3075 
   0.2400,    0.0524,    0.2808 
   0.2400,    0.0605,    0.2544 
   0.2400,    0.0734,    0.2286 
   0.2400,    0.0903,    0.2047 
   0.2400,    0.1101,    0.1840 
   0.2400,    0.1320,    0.1665 
   0.2400,    0.1552,    0.1526 
   0.2400,    0.1792,    0.1420 
   0.2400,    0.2036,    0.1342 
   0.2400,    0.2280,    0.1289 
   0.2400,    0.2515,    0.1268 
   0.2400,    0.2737,    0.1276 
   0.2400,    0.2942,    0.1307 
   0.2400,    0.3125,    0.1365 
   0.2400,    0.3282,    0.1447 
   0.2400,    0.3412,    0.1547 
   0.2400,    0.3510,    0.1665 
   0.2400,    0.3574,    0.1799 
   0.2400,    0.3604,    0.1948 
   0.2400,    0.3599,    0.2102 
   0.2400,    0.3564,    0.2257 
   0.2400,    0.3500,    0.2409 
   0.2400,    0.3410,    0.2554 
   0.2400,    0.3297,    0.2688 
   0.2400,    0.3166,    0.2808 
   0.2400,    0.3021,    0.2911 
   0.2400,    0.2867,    0.2996 
   0.2400,    0.2707,    0.3062 
   0.2400,    0.2547,    0.3107 
   0.2400,    0.2390,    0.3133 
   0.2400,    0.2240,    0.3138 
   0.2400,    0.2100,    0.3125 
   0.2400,    0.1975,    0.3093 
   0.2400,    0.1866,    0.3044 
   0.2400,    0.1776,    0.2982 
   0.2400,    0.1706,    0.2906 
   0.2400,    0.1657,    0.2821 
   0.2400,    0.1629,    0.2728 
   0.2400,    0.1623,    0.2631 
   0.2400,    0.1638,    0.2532 
   0.2400,    0.1672,    0.2434 
   0.2400,    0.1723,    0.2339 
   0.2400,    0.1790,    0.2250 
   0.2400,    0.1869,    0.2169 
   0.2400,    0.1959,    0.2098 
   0.2400,    0.2056,    0.2038 
   0.2400,    0.2158,    0.1989 
   0.2400,    0.2262,    0.1954 
   0.2400,    0.2365,    0.1932 
   0.2400,    0.2464,    0.1923 
   0.2400,    0.2557,    0.1926 
   0.2400,    0.2642,    0.1942 
   0.2400,    0.2717,    0.1969 
   0.2400,    0.2781,    0.2007 
   0.2400,    0.2831,    0.2052 
   0.2400,    0.2869,    0.2105 
   0.2400,    0.2892,    0.2163 
   0.2400,    0.2902,    0.2225 
   0.2400,    0.2898,    0.2289 
   0.2400,    0.2881,    0.2352 
   0.2400,    0.2852,    0.2414 
   0.2400,    0.2813,    0.2473 
   0.2400,    0.2765,    0.2528 
   0.2400,    0.2710,    0.2577 
   0.2400,    0.2649,    0.2619 
   0.2400,    0.2584,    0.2653 
   0.2400,    0.2517,    0.2680 
   0.2400,    0.2450,    0.2698 
   0.2400,    0.2385,    0.2707 
   0.2400,    0.2323,    0.2708 
   0.2400,    0.2265,    0.2701 
   0.2400,    0.2214,    0.2686 
   0.2400,    0.2170,    0.2665 
   0.2400,    0.2134,    0.2637 
   0.2400,    0.2106,    0.2605 
   0.2400,    0.2087,    0.2569 
   0.2400,    0.2078,    0.2530 
   0.2400,    0.2077,    0.2489 
   0.2400,    0.2084,    0.2448 
   0.2400,    0.2099,    0.2407 
   0.2400,    0.2122,    0.2368 
   0.2400,    0.2151,    0.2332 
   0.2400,    0.2185,    0.2298 
   0.2400,    0.2223,    0.2269 
   0.2400,    0.2264,    0.2245 
   0.2400,    0.2307,    0.2226 
   0.2400,    0.2350,    0.2212 
   0.2400,    0.2393,    0.2204 
   0.2400,    0.2434,    0.2201 
   0.2400,    0.2472,    0.2203 
   0.2400,    0.2507,    0.2211 
   0.2400,    0.2537,    0.2223 
   0.2400,    0.2563,    0.2239 
   0.2400,    0.2583,    0.2259 
   0.2400,    0.2597,    0.2281 
   0.2400,    0.2606,    0.2306 
   0.2400,    0.2609,    0.2332 
   0.2400,    0.2607,    0.2358 
   0.2400,    0.2599,    0.2385 
   0.2400,    0.2586,    0.2410 
   0.2400,    0.2569,    0.2435 
   0.2400,    0.2549,    0.2457 
   0.2400,    0.2525,    0.2477 
   0.2400,    0.2499,    0.2494 
   0.2400,    0.2472,    0.2508 
   0.2400,    0.2444,    0.2518 
   0.2400,    0.2416,    0.2525 
   0.2400,    0.2389,    0.2528 
   0.2400,    0.2364,    0.2528 
   0.2400,    0.2340,    0.2525 
   0.2400,    0.2319,    0.2518 
   0.2400,    0.2301,    0.2509 
   0.2400,    0.2287,    0.2497 
   0.2400,    0.2276,    0.2483 
   0.2400,    0.2269,    0.2468 
   0.2400,    0.2265,    0.2451 
   0.2400,    0.2265,    0.2434 
   0.2400,    0.2269,    0.2417 
   0.2400,    0.2276,    0.2400 
   0.2400,    0.2286,    0.2384 
   0.2400,    0.2298,    0.2369 
   0.2400,    0.2313,    0.2356 
   0.2400,    0.2329,    0.2344 
   0.2400,    0.2346,    0.2334 
   0.2400,    0.2363,    0.2326 
   0.2400,    0.2381,    0.2321 
   0.2400,    0.2399,    0.2318 
   0.2400,    0.2416,    0.2317 
   0.2400,    0.2432,    0.2318 
   0.2400,    0.2446,    0.2322 
   0.2400,    0.2459,    0.2327 
   0.2400,    0.2469,    0.2334 
   0.2400,    0.2477,    0.2342 
   0.2400,    0.2483,    0.2352 
   0.2400,    0.2486,    0.2362 
   0.2400,    0.2487,    0.2373 
   0.2400,    0.2486,    0.2384 
   0.2400,    0.2482,    0.2395 
   0.2400,    0.2477,    0.2406 
   0.2400,    0.2469,    0.2416 
   0.2400,    0.2461,    0.2425 
   0.2400,    0.2451,    0.2433 
   0.2400,    0.2440,    0.2440 
   0.2400,    0.2428,    0.2445 
   0.2400,    0.2417,    0.2450 
   0.2400,    0.2405,    0.2452 
   0.2400,    0.2394,    0.2453 
   0.2400,    0.2384,    0.2453 
   0.2400,    0.2374,    0.2452 
   0.2400,    0.2365,    0.2449 
   0.2400,    0.2358,    0.2445 
   0.2400,    0.2352,    0.2440 
   0.2400,    0.2348,    0.2434 
   0.2400,    0.2345,    0.2427 
   0.2400,    0.2344,    0.2420 
   0.2400,    0.2344,    0.2413 
   0.2400,    0.2346,    0.2406 
   0.2400,    0.2349,    0.2399 
   0.2400,    0.2353,    0.2393 
   0.2400,    0.2358,    0.2386 
   0.2400,    0.2365,    0.2381 
   0.2400,    0.2371,    0.2376 
   0.2400,    0.2379,    0.2372 
   0.2400,    0.2386,    0.2369 
   0.2400,    0.2394,    0.2367 
   0.2400,    0.2401,    0.2366 
   0.2400,    0.2408,    0.2365 
   0.2400,    0.2414,    0.2366 
   0.2400,    0.2420,    0.2368 
   0.2400,    0.2425,    0.2370 
   0.2400,    0.2429,    0.2373 
   0.2400,    0.2433,    0.2377 
   0.2400,    0.2435,    0.2381 
   0.2400,    0.2436,    0.2385 
   0.2400,    0.2436,    0.2389 
   0.2400,    0.2436,    0.2394 
   0.2400,    0.2434,    0.2399 
   0.2400,    0.2431,    0.2403 
   0.2400,    0.2428,    0.2407 
   0.2400,    0.2425,    0.2411 
   0.2400,    0.2420,    0.2414 
   0.2400,    0.2416,    0.2417 
   0.2400,    0.2411,    0.2419 
   0.2400,    0.2406,    0.2421 
   0.2400,    0.2401,    0.2422 
   0.2400,    0.2397,    0.2422 
   0.2400,    0.2392,    0.2422 
   0.2400,    0.2388,    0.2421 
   0.2400,    0.2385,    0.2420 
   0.2400,    0.2382,    0.2418 
   0.2400,    0.2380,    0.2416 
   0.2400,    0.2378,    0.2414 
   0.2400,    0.2377,    0.2411 
   0.2400,    0.2377,    0.2408 
   0.2400,    0.2377,    0.2405 
   0.2400,    0.2378,    0.2402 
   0.2400,    0.2379,    0.2399 
   0.2400,    0.2381,    0.2396 
   0.2400,    0.2383,    0.2394 
   0.2400,    0.2386,    0.2392 
   0.2400,    0.2389,    0.2390 
   0.2400,    0.2392,    0.2388 
   0.2400,    0.2395,    0.2387 
   0.2400,    0.2398,    0.2386 
   0.2400,    0.2401,    0.2386 
   0.2400,    0.2404,    0.2386 
   0.2400,    0.2406,    0.2386 
   0.2400,    0.2409,    0.2387 
   0.2400,    0.2411,    0.2388 
   0.2400,    0.2413,    0.2389 
   0.2400,    0.2414,    0.2391 
   0.2400,    0.2415,    0.2392 
   0.2400,    0.2415,    0.2394 
   0.2400,    0.2415,    0.2396 
   0.2400,    0.2415,    0.2398 
   0.2400,    0.2414,    0.2400 
   0.2400,    0.2413,    0.2402 
   0.2400,    0.2412,    0.2403 
   0.2400,    0.2410,    0.2405 
   0.2400,    0.2408,    0.2406 
   0.2400,    0.2406,    0.2407 
